Gene ID	source_id	Product Description	Input Ortholog(s)	gene_source_id	Gene Name or Symbol	
PF3D7_1369000	PF3D7_1369000.1	glycosylphosphatidylinositol anchor attachment 1 protein, putative	PVP01_1103000	PF3D7_1369000	GPAA1	
PF3D7_1369200	PF3D7_1369200.1	conserved Plasmodium protein, unknown function	PVP01_1102800	PF3D7_1369200	N/A	
PF3D7_1369400	PF3D7_1369400.1	conserved Plasmodium protein, unknown function	PVP01_1102600	PF3D7_1369400	N/A	
PF3D7_1369500	PF3D7_1369500.1	conserved protein, unknown function	PVP01_1102500	PF3D7_1369500	N/A	
PF3D7_1369600	PF3D7_1369600.1	conserved Plasmodium protein, unknown function	PVP01_1102400	PF3D7_1369600	N/A	
PF3D7_1369700	PF3D7_1369700.1	U2 small nuclear ribonucleoprotein A', putative	PVP01_1102300	PF3D7_1369700	SNRPA1	
PF3D7_1401800	PF3D7_1401800.1	choline kinase	PVP01_1347000	PF3D7_1401800	CK	
PF3D7_1401900	PF3D7_1401900.1	conserved protein, unknown function	PVP01_1346900	PF3D7_1401900	N/A	
PF3D7_1402000	PF3D7_1402000.1	conserved Plasmodium protein, unknown function	PVP01_1346800	PF3D7_1402000	N/A	
PF3D7_1402100	PF3D7_1402100.1	pseudouridine synthase, putative	PVP01_1346700	PF3D7_1402100	N/A	
PF3D7_1402200	PF3D7_1402200.1	cytochrome c oxidase subunit ApiCOX19, putative	PVP01_1346600	PF3D7_1402200	N/A	
PF3D7_1402300	PF3D7_1402300.1	26S proteasome regulatory subunit RPN6	PVP01_1346500	PF3D7_1402300	RPN6	
PF3D7_1402400	PF3D7_1402400.1	zinc finger protein, putative	PVP01_1346400	PF3D7_1402400	N/A	
PF3D7_1402500	PF3D7_1402500.1	ribosomal protein S27a, putative	PVP01_1346200	PF3D7_1402500	N/A	
PF3D7_1402700	PF3D7_1402700.1	U2 snRNP-associated SURP motif-containing protein, putative	PVP01_1346100	PF3D7_1402700	SR140	
PF3D7_1402900	PF3D7_1402900.1	conserved Plasmodium protein, unknown function	PVP01_1345900	PF3D7_1402900	N/A	
PF3D7_1403000	PF3D7_1403000.1	radial spoke protein 3, putative	PVP01_1345800	PF3D7_1403000	N/A	
PF3D7_1403100	PF3D7_1403100.1	condensin complex subunit 1, putative	PVP01_1345700	PF3D7_1403100	CAPD2	
PF3D7_1403200	PF3D7_1403200.1	EGF domain-containing protein, putative	PVP01_1345600	PF3D7_1403200	N/A	
PF3D7_1403300	PF3D7_1403300.1	tetratricopeptide repeat protein, putative	PVP01_1345500	PF3D7_1403300	N/A	
PF3D7_1403400	PF3D7_1403400.1	conserved Plasmodium protein, unknown function	PVP01_1345400	PF3D7_1403400	N/A	
PF3D7_1403500	PF3D7_1403500.1	dynein light chain, putative	PVP01_1328100,PVP01_1345300	PF3D7_1403500	N/A	
PF3D7_1403600	PF3D7_1403600.1	selenoprotein	PVP01_1345200	PF3D7_1403600	Sel1	
PF3D7_1403700	PF3D7_1403700.1	translocation associated membrane protein, putative	PVP01_1345100	PF3D7_1403700	TRAM	
PF3D7_1403800	PF3D7_1403800.1	nuclear formin-like protein MISFIT, putative	PVP01_1345000	PF3D7_1403800	MISFIT	
PF3D7_1403900	PF3D7_1403900.1	serine/threonine protein phosphatase CPPED1, putative	PVP01_1344900	PF3D7_1403900	CPPED1	
PF3D7_1404000	PF3D7_1404000.1	DNA-directed RNA polymerase II subunit RPB4, putative	PVP01_1344800	PF3D7_1404000	RPB4	
PF3D7_1404100	PF3D7_1404100.1	cytochrome c, putative	PVP01_1344700	PF3D7_1404100	N/A	
PF3D7_1404200	PF3D7_1404200.1	conserved Plasmodium protein, unknown function	PVP01_1344600	PF3D7_1404200	N/A	
PF3D7_1404300	PF3D7_1404300.1	secreted ookinete adhesive protein, putative	PVP01_1344500	PF3D7_1404300	SOAP	
PF3D7_1404400	PF3D7_1404400.1	ribosomal protein L16, mitochondrial, putative	PVP01_1344400	PF3D7_1404400	N/A	
PF3D7_1404500	PF3D7_1404500.1	rRNA biogenesis protein RRP5, putative	PVP01_1344300	PF3D7_1404500	RRP5	
PF3D7_1404600	PF3D7_1404600.1	adenylyl cyclase alpha	PVP01_1344200	PF3D7_1404600	ACalpha	
PF3D7_1404600	PF3D7_1404600.2	adenylyl cyclase alpha	PVP01_1344200	PF3D7_1404600	ACalpha	
PF3D7_1404600	PF3D7_1404600.3	adenylyl cyclase alpha	PVP01_1344200	PF3D7_1404600	ACalpha	
PF3D7_1404700	PF3D7_1404700.1	cysteine-rich small secreted protein CSS, putative	PVP01_1344100	PF3D7_1404700	N/A	
PF3D7_1404800	PF3D7_1404800.1	conserved Plasmodium protein, unknown function	PVP01_1344000	PF3D7_1404800	N/A	
PF3D7_1404900	PF3D7_1404900.1	conserved Plasmodium protein, unknown function	PVP01_1343900	PF3D7_1404900	N/A	
PF3D7_1405000	PF3D7_1405000.1	conserved Plasmodium protein, unknown function	PVP01_1343800	PF3D7_1405000	N/A	
PF3D7_1405100	PF3D7_1405100.1	GTPase-activating protein, putative	PVP01_1343700	PF3D7_1405100	N/A	
PF3D7_1405200	PF3D7_1405200.1	trafficking protein particle complex subunit 1, putative	PVP01_1343600	PF3D7_1405200	BET5	
PF3D7_1405300	PF3D7_1405300.1	conserved Plasmodium protein, unknown function	PVP01_1343500	PF3D7_1405300	N/A	
PF3D7_1405400	PF3D7_1405400.1	DNA mismatch repair protein, putative	PVP01_1343400	PF3D7_1405400	MutS	
PF3D7_1405500	PF3D7_1405500.1	COBW domain-containing protein 1, putative	PVP01_1343300	PF3D7_1405500	CBWD1	
PF3D7_1405600	PF3D7_1405600.1	ribonucleoside-diphosphate reductase small chain, putative	PVP01_1343200	PF3D7_1405600	RNR	
PF3D7_1405700	PF3D7_1405700.1	RING zinc finger protein, putative	PVP01_1343100	PF3D7_1405700	N/A	
PF3D7_1405800	PF3D7_1405800.1	ribosome biogenesis protein BOP1, putative	PVP01_1343000	PF3D7_1405800	BOP1	
PF3D7_1406000	PF3D7_1406000.1	RNA-binding protein 8A, putative	PVP01_1342700	PF3D7_1406000	RBM8A	
PF3D7_1406100	PF3D7_1406100.1	tubby domain-containing protein, putative	PVP01_1342600	PF3D7_1406100	N/A	
PF3D7_1406200	PF3D7_1406200.1	transcription elongation factor SPT6, putative	PVP01_1342500	PF3D7_1406200	SPT6	
PF3D7_1406300	PF3D7_1406300.1	glycerophosphodiester phosphodiesterase	PVP01_1342400	PF3D7_1406300	GDPD	
PF3D7_1406400	PF3D7_1406400.1	pentatricopeptide repeat-containing protein 1	PVP01_1342300	PF3D7_1406400	PPR1	
PF3D7_1406500	PF3D7_1406500.1	WD repeat-containing protein 65, putative	PVP01_1342200	PF3D7_1406500	WDR65	
PF3D7_1406600	PF3D7_1406600.1	ATP-dependent Clp protease regulatory subunit ClpC	PVP01_1342100	PF3D7_1406600	ClpC	
PF3D7_1406700	PF3D7_1406700.1	vacuolar protein sorting-associated protein 29	PVP01_1342000	PF3D7_1406700	VPS29	
PF3D7_1406800	PF3D7_1406800.1	glideosome associated protein with multiple membrane spans 3	PVP01_1341900	PF3D7_1406800	GAPM3	
PF3D7_1406900	PF3D7_1406900.1	radical SAM protein, putative	PVP01_1341800	PF3D7_1406900	RlmN	
PF3D7_1407000	PF3D7_1407000.1	LCCL domain-containing protein	PVP01_1341700	PF3D7_1407000	CCp3	
PF3D7_1407100	PF3D7_1407100.1	rRNA 2'-O-methyltransferase fibrillarin, putative	PVP01_1341600	PF3D7_1407100	NOP1	
PF3D7_1407200	PF3D7_1407200.1	conserved Plasmodium protein, unknown function	PVP01_1341500	PF3D7_1407200	N/A	
PF3D7_1407300	PF3D7_1407300.1	pre-mRNA-splicing factor 38B, putative	PVP01_1341400	PF3D7_1407300	PRP38B	
PF3D7_1407400	PF3D7_1407400.1	conserved Plasmodium protein, unknown function	PVP01_1341300	PF3D7_1407400	N/A	
PF3D7_1407500	PF3D7_1407500.1	multifunctional methyltransferase subunit TRM112, putative	PVP01_1341200	PF3D7_1407500	TRM112	
PF3D7_1407700	PF3D7_1407700.1	conserved protein, unknown function	PVP01_1341000	PF3D7_1407700	N/A	
PF3D7_1407800	PF3D7_1407800.1	plasmepsin IV	PVP01_1340900	PF3D7_1407800	PM4	
PF3D7_1407900	PF3D7_1407900.1	plasmepsin I	PVP01_1340900	PF3D7_1407900	PMI	
PF3D7_1408000	PF3D7_1408000.1	plasmepsin II	PVP01_1340900	PF3D7_1408000	PMII	
PF3D7_1408100	PF3D7_1408100.1	plasmepsin III	PVP01_1340900	PF3D7_1408100	PMIII	
PF3D7_1408300	PF3D7_1408300.1	conserved Plasmodium protein, unknown function	PVP01_1340700	PF3D7_1408300	N/A	
PF3D7_1408400	PF3D7_1408400.1	FANCJ-like helicase, putative	PVP01_1340600	PF3D7_1408400	FANCJ	
PF3D7_1408500	PF3D7_1408500.1	conserved Plasmodium protein, unknown function	PVP01_1340500	PF3D7_1408500	N/A	
PF3D7_1408600	PF3D7_1408600.1	40S ribosomal protein S8e, putative	PVP01_1340400	PF3D7_1408600	N/A	
PF3D7_1408700	PF3D7_1408700.1	conserved protein, unknown function	PVP01_1340300	PF3D7_1408700	N/A	
PF3D7_1408800	PF3D7_1408800.1	conserved Plasmodium protein, unknown function	PVP01_1340200	PF3D7_1408800	N/A	
PF3D7_1408900	PF3D7_1408900.1	tRNA-dihydrouridine synthase, putative	PVP01_1340100	PF3D7_1408900	N/A	
PF3D7_1409000	PF3D7_1409000.1	WD repeat-containing protein, putative	PVP01_1340000	PF3D7_1409000	N/A	
PF3D7_1409100	PF3D7_1409100.1	aldo-keto reductase, putative	PVP01_1339900	PF3D7_1409100	N/A	
PF3D7_1409200	PF3D7_1409200.1	conserved Plasmodium protein, unknown function	PVP01_1339800	PF3D7_1409200	N/A	
PF3D7_1409200	PF3D7_1409200.2	conserved Plasmodium protein, unknown function	PVP01_1339800	PF3D7_1409200	N/A	
PF3D7_1409300	PF3D7_1409300.1	DNA damage-inducible protein 1, putative	PVP01_1339700	PF3D7_1409300	DDI1	
PF3D7_1409400	PF3D7_1409400.1	conserved protein, unknown function	PVP01_1339600	PF3D7_1409400	N/A	
PF3D7_1409600	PF3D7_1409600.1	conserved Plasmodium protein, unknown function	PVP01_1339400	PF3D7_1409600	N/A	
PF3D7_1409700	PF3D7_1409700.1	conserved protein, unknown function	PVP01_1339200	PF3D7_1409700	N/A	
PF3D7_1409800	PF3D7_1409800.1	CUGBP Elav-like family member 2, putative	PVP01_1339100	PF3D7_1409800	CELF2	
PF3D7_1409900	PF3D7_1409900.1	cytidine diphosphate-diacylglycerol synthase	PVP01_1339000	PF3D7_1409900	CDS	
PF3D7_1410000	PF3D7_1410000.1	ER membrane protein complex subunit 2, putative	PVP01_1338900	PF3D7_1410000	EMC2	
PF3D7_1410100	PF3D7_1410100.1	alpha/beta hydrolase, putative	PVP01_1338800	PF3D7_1410100	N/A	
PF3D7_1410200	PF3D7_1410200.1	CTP synthase	PVP01_1338700	PF3D7_1410200	CTPS	
PF3D7_1410300	PF3D7_1410300.1	WD repeat-containing protein, putative	PVP01_1338600	PF3D7_1410300	N/A	
PF3D7_1410400	PF3D7_1410400.1	rhoptry-associated protein 1	PVP01_1338500	PF3D7_1410400	RAP1	
PF3D7_1410500	PF3D7_1410500.1	conserved Plasmodium protein, unknown function	PVP01_1338400	PF3D7_1410500	N/A	
PF3D7_1410600	PF3D7_1410600.1	eukaryotic translation initiation factor 2 subunit gamma, putative	PVP01_1338300	PF3D7_1410600	eIF2gamma	
PF3D7_1410700	PF3D7_1410700.1	conserved protein, unknown function	PVP01_1338200	PF3D7_1410700	N/A	
PF3D7_1410800	PF3D7_1410800.1	ankyrin-repeat protein, putative	PVP01_1338100	PF3D7_1410800	N/A	
PF3D7_1410900	PF3D7_1410900.1	ribosome maturation protein SBDS, putative	PVP01_1338000	PF3D7_1410900	N/A	
PF3D7_1411000	PF3D7_1411000.1	conserved Plasmodium protein, unknown function	PVP01_1337900	PF3D7_1411000	N/A	
PF3D7_1411000	PF3D7_1411000.2	conserved Plasmodium protein, unknown function	PVP01_1337900	PF3D7_1411000	N/A	
PF3D7_1411100	PF3D7_1411100.1	conserved Plasmodium membrane protein, unknown function	PVP01_1337800	PF3D7_1411100	N/A	
PF3D7_1411100	PF3D7_1411100.2	unspecified product	PVP01_1337800	PF3D7_1411100	N/A	
PF3D7_1411200	PF3D7_1411200.1	rhomboid protease ROM8	PVP01_1337700	PF3D7_1411200	ROM8	
PF3D7_1411300	PF3D7_1411300.1	DnaJ protein, putative	PVP01_1337600	PF3D7_1411300	N/A	
PF3D7_1411400	PF3D7_1411400.1	plastid replication-repair enzyme	PVP01_1337500	PF3D7_1411400	PREX	
PF3D7_1411500	PF3D7_1411500.1	conserved Plasmodium protein, unknown function	PVP01_1337400	PF3D7_1411500	N/A	
PF3D7_1411700	PF3D7_1411700.1	methyltransferase, putative	PVP01_1337200	PF3D7_1411700	N/A	
PF3D7_1411800	PF3D7_1411800.1	conserved Plasmodium protein, unknown function	PVP01_1337100	PF3D7_1411800	N/A	
PF3D7_1411900	PF3D7_1411900.1	p1/s1 nuclease, putative	PVP01_1336900,PVP01_1337000	PF3D7_1411900	N/A	
PF3D7_1412000	PF3D7_1412000.1	p1/s1 nuclease, putative	PVP01_1336900,PVP01_1337000	PF3D7_1412000	N/A	
PF3D7_1412100	PF3D7_1412100.1	mini-chromosome maintenance complex-binding protein, putative	PVP01_1336800	PF3D7_1412100	MCMBP	
PF3D7_1412200	PF3D7_1412200.1	conserved Plasmodium protein, unknown function	PVP01_1336700	PF3D7_1412200	N/A	
PF3D7_1412300	PF3D7_1412300.1	nuclear transport factor 2, putative	PVP01_1336600	PF3D7_1412300	NTF2	
PF3D7_1412400	PF3D7_1412400.1	conserved Plasmodium protein, unknown function	PVP01_1336500	PF3D7_1412400	N/A	
PF3D7_1412500	PF3D7_1412500.1	actin II	PVP01_1336400	PF3D7_1412500	ACT2	
PF3D7_1412600	PF3D7_1412600.1	deoxyhypusine synthase	PVP01_1336300	PF3D7_1412600	DHS	
PF3D7_1412700	PF3D7_1412700.1	AAA family ATPase, putative	PVP01_1336200	PF3D7_1412700	N/A	
PF3D7_1412800	PF3D7_1412800.1	glycylpeptide N-tetradecanoyltransferase	PVP01_1336100	PF3D7_1412800	NMT	
PF3D7_1412900	PF3D7_1412900.1	ubiquitin-conjugating enzyme E2, putative	PVP01_1336000	PF3D7_1412900	N/A	
PF3D7_1412900	PF3D7_1412900.2	ubiquitin-conjugating enzyme E2, putative	PVP01_1336000	PF3D7_1412900	N/A	
PF3D7_1413100	PF3D7_1413100.1	conserved Plasmodium protein, unknown function	PVP01_1335800	PF3D7_1413100	N/A	
PF3D7_1413400	PF3D7_1413400.1	30S ribosomal protein S9, putative	PVP01_1335500	PF3D7_1413400	N/A	
PF3D7_1413500	PF3D7_1413500.1	iron-sulfur cluster assembly protein SufC	PVP01_1335400	PF3D7_1413500	SufC	
PF3D7_1413600	PF3D7_1413600.1	conserved Plasmodium protein, unknown function	PVP01_1335300	PF3D7_1413600	N/A	
PF3D7_1413700	PF3D7_1413700.1	conserved Plasmodium protein, unknown function	PVP01_1335200	PF3D7_1413700	N/A	
PF3D7_1413800	PF3D7_1413800.1	diphthamide biosynthesis protein 1, putative	PVP01_1335100	PF3D7_1413800	DPH1	
PF3D7_1413900	PF3D7_1413900.1	DnaJ protein, putative	PVP01_1335000	PF3D7_1413900	N/A	
PF3D7_1414000	PF3D7_1414000.1	26S proteasome regulatory subunit RPN13, putative	PVP01_1334900	PF3D7_1414000	RPN13	
PF3D7_1414100	PF3D7_1414100.1	zinc finger protein, putative	PVP01_1334800	PF3D7_1414100	N/A	
PF3D7_1414200	PF3D7_1414200.1	conserved Plasmodium protein, unknown function	PVP01_1334700	PF3D7_1414200	N/A	
PF3D7_1414300	PF3D7_1414300.1	60S ribosomal protein L10, putative	PVP01_1334600	PF3D7_1414300	N/A	
PF3D7_1414400	PF3D7_1414400.1	serine/threonine protein phosphatase PP1	PVP01_1334500	PF3D7_1414400	PP1	
PF3D7_1414500	PF3D7_1414500.1	atypical protein kinase, ABC-1 family, putative	PVP01_1334400	PF3D7_1414500	ABCk2	
PF3D7_1414600	PF3D7_1414600.1	mRNA-capping enzyme subunit alpha	PVP01_1334300	PF3D7_1414600	Pgt1	
PF3D7_1414700	PF3D7_1414700.1	ubiquitin carboxyl-terminal hydrolase, putative	PVP01_1334200	PF3D7_1414700	N/A	
PF3D7_1414800	PF3D7_1414800.1	small nuclear ribonucleoprotein-associated protein B, putative	PVP01_1334100	PF3D7_1414800	SMB1	
PF3D7_1414900	PF3D7_1414900.1	ATP-dependent protease, putative	PVP01_1334000	PF3D7_1414900	N/A	
PF3D7_1415000	PF3D7_1415000.1	uracil-DNA glycosylase	PVP01_1333900	PF3D7_1415000	UDG	
PF3D7_1415100	PF3D7_1415100.1	conserved protein, unknown function	PVP01_1333800	PF3D7_1415100	N/A	
PF3D7_1415200	PF3D7_1415200.1	DNA-directed RNA polymerases I and III subunit RPAC2, putative	PVP01_1333700	PF3D7_1415200	N/A	
PF3D7_1415300	PF3D7_1415300.1	RNA-binding protein Nova-1, putative	PVP01_1333600	PF3D7_1415300	N/A	
PF3D7_1415400	PF3D7_1415400.1	Btz domain-containing protein, putative	PVP01_1333500	PF3D7_1415400	N/A	
PF3D7_1415500	PF3D7_1415500.1	conserved Plasmodium membrane protein, unknown function	PVP01_1333400	PF3D7_1415500	N/A	
PF3D7_1415600	PF3D7_1415600.1	conserved Plasmodium protein, unknown function	PVP01_1333300	PF3D7_1415600	N/A	
PF3D7_1415700	PF3D7_1415700.1	serine palmitoyltransferase, putative	PVP01_1333200	PF3D7_1415700	SPT	
PF3D7_1415800	PF3D7_1415800.1	ribosomal RNA small subunit methyltransferase A1	PVP01_1333100	PF3D7_1415800	KsgA1	
PF3D7_1415900	PF3D7_1415900.1	zinc finger protein, putative	PVP01_1333000	PF3D7_1415900	N/A	
PF3D7_1416000	PF3D7_1416000.1	conserved Plasmodium protein, unknown function	PVP01_1332900	PF3D7_1416000	N/A	
PF3D7_1416100	PF3D7_1416100.1	protein SEY1, putative	PVP01_1332800	PF3D7_1416100	SEY1	
PF3D7_1416200	PF3D7_1416200.1	metacaspase-3	PVP01_1332700	PF3D7_1416200	MCA3	
PF3D7_1416300	PF3D7_1416300.1	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, putative	PVP01_1332600	PF3D7_1416300	N/A	
PF3D7_1416400	PF3D7_1416400.1	conserved protein, unknown function	PVP01_1332500	PF3D7_1416400	N/A	
PF3D7_1416500	PF3D7_1416500.1	NADP-specific glutamate dehydrogenase	PVP01_1318700,PVP01_1332400	PF3D7_1416500	GDH1	
PF3D7_1416700	PF3D7_1416700.1	conserved protein, unknown function	PVP01_1332200	PF3D7_1416700	N/A	
PF3D7_1416800	PF3D7_1416800.1	lysine--tRNA ligase, putative	PVP01_1332100	PF3D7_1416800	KRS2	
PF3D7_1416900	PF3D7_1416900.1	prefoldin subunit 2, putative	PVP01_1332000	PF3D7_1416900	N/A	
PF3D7_1417000	PF3D7_1417000.1	inner membrane complex protein 1l	PVP01_1331900	PF3D7_1417000	IMC1l	
PF3D7_1417100	PF3D7_1417100.1	conserved Plasmodium protein, unknown function	PVP01_1331800	PF3D7_1417100	N/A	
PF3D7_1417300	PF3D7_1417300.1	cysteine protease ATG4, putative	PVP01_1331600	PF3D7_1417300	ATG4	
PF3D7_1417500	PF3D7_1417500.1	H/ACA ribonucleoprotein complex subunit 4, putative	PVP01_1331400	PF3D7_1417500	CBF5	
PF3D7_1417700	PF3D7_1417700.1	conserved protein, unknown function	PVP01_1331200	PF3D7_1417700	N/A	
PF3D7_1417800	PF3D7_1417800.1	DNA replication licensing factor MCM2	PVP01_1331100	PF3D7_1417800	MCM2	
PF3D7_1417900	PF3D7_1417900.1	ATP synthase-associated protein, putative	PVP01_1331000	PF3D7_1417900	N/A	
PF3D7_1418000	PF3D7_1418000.1	ubiquitin fusion degradation protein 1, putative	PVP01_1330900	PF3D7_1418000	UFD1	
PF3D7_1418100	PF3D7_1418100.1	liver specific protein 1, putative	PVP01_1330800	PF3D7_1418100	LISP1	
PF3D7_1418200	PF3D7_1418200.1	conserved Plasmodium protein, unknown function	PVP01_1330700	PF3D7_1418200	N/A	
PF3D7_1418300	PF3D7_1418300.1	calmodulin, putative	PVP01_1330600	PF3D7_1418300	N/A	
PF3D7_1418900	PF3D7_1418900.1	ATP-dependent RNA helicase DBP4, putative	PVP01_1330000	PF3D7_1418900	DBP4	
PF3D7_1419000	PF3D7_1419000.1	conserved Plasmodium protein, unknown function	PVP01_1329900	PF3D7_1419000	N/A	
PF3D7_1419100	PF3D7_1419100.1	ATP-dependent RNA helicase DDX55	PVP01_1329800	PF3D7_1419100	DDX55	
PF3D7_1419200	PF3D7_1419200.1	thioredoxin-like protein, putative	PVP01_1329700	PF3D7_1419200	ATrx1	
PF3D7_1419300	PF3D7_1419300.1	glutathione S-transferase	PVP01_1329600	PF3D7_1419300	GST	
PF3D7_1419400	PF3D7_1419400.1	conserved Plasmodium membrane protein, unknown function	PVP01_1329500	PF3D7_1419400	N/A	
PF3D7_1419500	PF3D7_1419500.1	conserved Plasmodium protein, unknown function	PVP01_1329400	PF3D7_1419500	N/A	
PF3D7_1419600	PF3D7_1419600.1	conserved Plasmodium protein, unknown function	PVP01_1329300	PF3D7_1419600	N/A	
PF3D7_1419700	PF3D7_1419700.1	eukaryotic translation initiation factor 3 subunit H, putative	PVP01_1329200	PF3D7_1419700	EIF3H	
PF3D7_1419800	PF3D7_1419800.1	glutathione reductase	PVP01_1329100	PF3D7_1419800	GR	
PF3D7_1419800	PF3D7_1419800.2	glutathione reductase	PVP01_1329100	PF3D7_1419800	GR	
PF3D7_1419900	PF3D7_1419900.1	YTH domain-containing protein 1, putative	PVP01_1329000	PF3D7_1419900	YTH.1	
PF3D7_1420000	PF3D7_1420000.1	splicing factor 3B subunit 4, putative	PVP01_1328900	PF3D7_1420000	SF3B4	
PF3D7_1420100	PF3D7_1420100.1	conserved Plasmodium protein, unknown function	PVP01_1328800	PF3D7_1420100	N/A	
PF3D7_1420200	PF3D7_1420200.1	myosin-specific chaperone UNC, putative	PVP01_1328700	PF3D7_1420200	UNC	
PF3D7_1420300	PF3D7_1420300.1	DNL-type zinc finger protein	PVP01_1328600	PF3D7_1420300	HEP1	
PF3D7_1420400	PF3D7_1420400.1	glycine--tRNA ligase	PVP01_1328500	PF3D7_1420400	GlyRS	
PF3D7_1420500	PF3D7_1420500.1	protein GPR89, putative	PVP01_1328400	PF3D7_1420500	N/A	
PF3D7_1420600	PF3D7_1420600.1	pantothenate kinase 1, putative	PVP01_1328300	PF3D7_1420600	PANK1	
PF3D7_1420700	PF3D7_1420700.1	surface protein P113	PVP01_1328200	PF3D7_1420700	P113	
PF3D7_1420800	PF3D7_1420800.1	dynein light chain, putative	PVP01_1328100,PVP01_1345300	PF3D7_1420800	N/A	
PF3D7_1420900	PF3D7_1420900.1	mannose-1-phosphate guanyltransferase, putative	PVP01_1328000	PF3D7_1420900	N/A	
PF3D7_1421000	PF3D7_1421000.1	DIX domain-containing protein, putative	PVP01_1327900	PF3D7_1421000	DIX	
PF3D7_1421100	PF3D7_1421100.1	conserved Plasmodium protein, unknown function	PVP01_1327800	PF3D7_1421100	N/A	
PF3D7_1421200	PF3D7_1421200.1	40S ribosomal protein S25	PVP01_1327700	PF3D7_1421200	RPS25	
PF3D7_1421300	PF3D7_1421300.1	conserved Plasmodium protein, unknown function	PVP01_1327600	PF3D7_1421300	N/A	
PF3D7_1421400	PF3D7_1421400.1	DNA-directed RNA polymerase III subunit RPC6, putative	PVP01_1327500	PF3D7_1421400	RPC34	
PF3D7_1421500	PF3D7_1421500.1	mitochondrial import inner membrane translocase subunit TIM8, putative	PVP01_1327400	PF3D7_1421500	TIM8	
PF3D7_1421600	PF3D7_1421600.1	conserved Plasmodium protein, unknown function	PVP01_1327300	PF3D7_1421600	N/A	
PF3D7_1421800	PF3D7_1421800.1	conserved Plasmodium protein, unknown function	PVP01_1327200	PF3D7_1421800	N/A	
PF3D7_1421900	PF3D7_1421900.1	copper transporter, putative	PVP01_1327100	PF3D7_1421900	CTR2	
PF3D7_1422000	PF3D7_1422000.1	cytochrome c oxidase assembly protein COX14, putative	PVP01_1327000	PF3D7_1422000	COX14	
PF3D7_1422100	PF3D7_1422100.1	ribosomal protein L21, mitochondrial, putative	PVP01_1326900	PF3D7_1422100	N/A	
PF3D7_1422200	PF3D7_1422200.1	conserved Plasmodium protein, unknown function	PVP01_1326800	PF3D7_1422200	N/A	
PF3D7_1422400	PF3D7_1422400.1	conserved Plasmodium protein, unknown function	PVP01_1326600	PF3D7_1422400	N/A	
PF3D7_1422500	PF3D7_1422500.1	ERAD-associated E3 ubiquitin-protein ligase HRD1	PVP01_1326500	PF3D7_1422500	HRD1	
PF3D7_1422600	PF3D7_1422600.1	conserved Plasmodium protein, unknown function	PVP01_1326400	PF3D7_1422600	N/A	
PF3D7_1422700	PF3D7_1422700.1	conserved Plasmodium protein, unknown function	PVP01_1326300	PF3D7_1422700	N/A	
PF3D7_1422800	PF3D7_1422800.1	actin-related protein, putative	PVP01_1326200	PF3D7_1422800	ARP4a	
PF3D7_1422900	PF3D7_1422900.1	14-3-3 protein, putative	PVP01_1326100	PF3D7_1422900	N/A	
PF3D7_1423000	PF3D7_1423000.1	nucleolar GTP-binding protein 2, putative	PVP01_1326000	PF3D7_1423000	NOG2	
PF3D7_1423100	PF3D7_1423100.1	ankyrin-repeat protein, putative	PVP01_1325900	PF3D7_1423100	N/A	
PF3D7_1423200	PF3D7_1423200.1	peptidyl-prolyl cis-trans isomerase	PVP01_1325800	PF3D7_1423200	CYP52	
PF3D7_1423300	PF3D7_1423300.1	serine/threonine protein phosphatase 7	PVP01_1325700	PF3D7_1423300	PP7	
PF3D7_1423600	PF3D7_1423600.1	calcium-dependent protein kinase, putative	PVP01_1325400	PF3D7_1423600	N/A	
PF3D7_1423800	PF3D7_1423800.1	vacuolar protein sorting-associated protein 3, putative	PVP01_1325200	PF3D7_1423800	VPS3	
PF3D7_1424100	PF3D7_1424100.1	60S ribosomal protein L5, putative	PVP01_1324800	PF3D7_1424100	RPL5	
PF3D7_1424400	PF3D7_1424400.1	60S ribosomal protein L7-3, putative	PVP01_1324700	PF3D7_1424400	N/A	
PF3D7_1425200	PF3D7_1425200.1	enoyl-CoA hydratase, putative	PVP01_1324100	PF3D7_1425200	N/A	
PF3D7_1425300	PF3D7_1425300.1	conserved Plasmodium protein, unknown function	PVP01_1324000	PF3D7_1425300	N/A	
PF3D7_1425400	PF3D7_1425400.1	DEAD/DEAH box helicase, putative	PVP01_1323900	PF3D7_1425400	N/A	
PF3D7_1425500	PF3D7_1425500.1	conserved Plasmodium protein, unknown function	PVP01_1323800	PF3D7_1425500	N/A	
PF3D7_1425700	PF3D7_1425700.1	conserved Plasmodium protein, unknown function	PVP01_1323600	PF3D7_1425700	N/A	
PF3D7_1425900	PF3D7_1425900.1	conserved Plasmodium protein, unknown function	PVP01_1323400	PF3D7_1425900	N/A	
PF3D7_1426000	PF3D7_1426000.1	60S ribosomal protein L21	PVP01_1323300	PF3D7_1426000	RPL21	
PF3D7_1426100	PF3D7_1426100.1	transcription factor BTF3, putative	PVP01_1323200	PF3D7_1426100	BTF3	
PF3D7_1426200	PF3D7_1426200.1	protein arginine N-methyltransferase 1	PVP01_1323100	PF3D7_1426200	PRMT1	
PF3D7_1426300	PF3D7_1426300.1	dynein intermediate chain, putative	PVP01_1323000	PF3D7_1426300	N/A	
